image_id,undamaged_building,slight_damage,moderate_damage,severe_damage
15348,98.65,-1,-1,-1
14287,98.45,-1,-1,-1
14841,-1,-1,-1,-1
11815,-1,-1,-1,-1
13889,97.3,99.32,-1,-1
12655,-1,-1,87.68,-1
13894,95.74,64.87,82.17,-1
14520,-1,-1,-1,-1
10958,-1,5.94,-1,91.83
13457,-1,-1,-1,-1
14634,-1,-1,-1,-1
15618,-1,-1,-1,56.05
11439,-1,-1,-1,-1
12043,83.0,84.1,-1,-1
13130,78.87,98.03,-1,-1
13524,-1,99.55,-1,-1
10833,-1,-1,35.61,-1
14909,92.02,-1,92.99,-1
11061,-1,-1,-1,98.8
14819,-1,96.41,0.54,-1
12466,-1,55.38,92.93,-1
16045,-1,-1,-1,-1
20417,-1,-1,-1,-1
14264,-1,-1,-1,-1
11171,79.71,40.76,-1,-1
11214,72.85,50.34,-1,-1
13065,-1,89.85,-1,-1
15016,-1,85.21,-1,-1
12522,-1,-1,-1,-1
12085,97.55,91.18,-1,-1
14073,99.24,-1,-1,-1
11829,-1,-1,0.0,82.52
13359,-1,-1,-1,44.79
15201,-1,-1,-1,-1
11136,-1,-1,-1,-1
11592,-1,-1,-1,55.11
14845,2.66,-1,-1,99.39
11828,-1,-1,-1,53.48
11539,97.48,44.45,-1,-1
15359,98.65,-1,-1,-1
10839,-1,-1,1.96,89.63
11237,63.95,0.0,-1,0.0
12712,68.62,96.01,94.36,-1
15402,95.99,-1,-1,-1
12066,-1,-1,-1,-1
11682,-1,11.11,-1,60.73
12116,-1,98.37,-1,94.25
12697,-1,-1,-1,-1
12816,0.0,67.92,-1,-1
14740,-1,50.73,-1,-1
12308,1.07,85.32,93.23,-1
16498,79.41,97.31,-1,-1
16296,97.8,-1,-1,-1
13965,92.72,0.43,-1,-1
15875,-1,-1,-1,-1
11892,-1,-1,-1,-1
14906,81.55,-1,-1,-1
12117,-1,80.51,-1,94.28
10944,-1,84.94,-1,-1
12745,-1,-1,-1,-1
13657,96.44,99.33,94.9,93.86
12623,-1,90.41,99.53,-1
11662,95.83,0.0,-1,99.58
12405,-1,23.33,79.66,92.41
12331,-1,90.21,91.91,-1
10931,-1,-1,-1,46.93
12900,0.0,-1,-1,89.51
11594,-1,-1,-1,85.96
15562,-1,-1,-1,-1
14821,-1,-1,43.01,-1
15840,87.74,99.45,-1,-1
15183,-1,-1,86.47,-1
12090,-1,-1,-1,-1
12819,-1,91.35,24.72,24.22
12542,-1,95.37,77.72,78.45
12972,-1,-1,-1,-1
11561,93.52,0.0,68.2,-1
13245,99.37,-1,-1,-1
10907,94.19,-1,-1,-1
12372,-1,-1,-1,-1
15339,-1,-1,-1,-1
14044,-1,-1,-1,-1
14119,91.41,-1,0.0,-1
15358,98.68,-1,-1,-1
14021,-1,0.0,-1,-1
14055,87.92,87.82,72.02,-1
10929,-1,-1,-1,43.23
14532,97.41,93.4,-1,-1
12330,-1,-1,100.0,-1
15150,-1,-1,-1,-1
14265,-1,-1,-1,-1
14001,-1,-1,-1,-1
14294,71.44,-1,-1,-1
10943,-1,92.6,-1,-1
14161,94.72,-1,-1,-1
11303,-1,0.0,-1,-1
12680,0.0,51.6,47.46,-1
13345,-1,-1,-1,80.51
12457,-1,-1,94.39,86.27
13120,98.37,93.11,-1,-1
15357,98.17,-1,-1,-1
