image_id,undamaged_building,slight_damage,moderate_damage,severe_damage
11061,-1,-1,-1,94.28
14819,-1,96.08,6.1,-1
12466,-1,18.59,97.51,-1
16045,-1,-1,-1,-1
20417,-1,-1,-1,-1
14264,-1,-1,-1,-1
11171,83.34,51.27,-1,-1
11214,73.11,42.25,-1,-1
13065,-1,29.45,-1,-1
15016,-1,77.81,-1,-1
12522,-1,-1,-1,-1
12085,97.53,89.94,-1,-1
14073,99.03,-1,-1,-1
11829,-1,-1,0.0,67.73
13359,-1,-1,-1,9.56
15201,-1,-1,-1,-1
11136,-1,-1,-1,-1
11592,-1,-1,-1,62.3
14845,63.78,-1,-1,98.9
11828,-1,-1,-1,0.0
11539,96.89,39.27,-1,-1
15359,98.8,-1,-1,-1
10839,-1,-1,8.97,82.01
11237,97.62,44.12,-1,0.1
12712,88.33,95.84,81.73,-1
15402,95.61,-1,-1,-1
12066,-1,-1,-1,-1
11682,-1,0.02,-1,60.34
12116,-1,99.74,-1,96.04
12697,-1,-1,-1,-1
12816,11.46,37.41,-1,-1
14740,-1,27.67,-1,-1
12308,0.3,96.04,93.43,-1
16498,91.77,97.66,-1,-1
16296,95.33,-1,-1,-1
13965,89.96,0.0,-1,-1
15875,-1,-1,-1,-1
11892,-1,-1,-1,-1
14906,35.74,-1,-1,-1
12117,-1,78.45,-1,98.85
10944,-1,89.7,-1,-1
12745,-1,-1,-1,-1
13657,95.34,95.28,99.62,74.75
12623,-1,88.65,98.95,-1
11662,96.54,0.0,-1,98.57
12405,-1,4.16,62.47,87.38
12331,-1,92.95,78.65,-1
10931,-1,-1,-1,7.32
12900,0.0,-1,-1,88.76
11594,-1,-1,-1,79.98
15562,-1,-1,-1,-1
14821,-1,-1,71.09,-1
15840,92.57,98.87,-1,-1
15183,-1,-1,93.92,-1
12090,-1,-1,-1,-1
12819,-1,92.01,27.35,3.73
12542,-1,96.95,94.78,87.71
12972,-1,-1,-1,-1
11561,95.56,0.0,84.11,-1
13245,99.36,-1,-1,-1
10907,96.56,-1,-1,-1
12372,-1,-1,-1,-1
15339,-1,-1,-1,-1
14044,-1,-1,-1,-1
14119,95.97,-1,4.64,-1
15358,98.57,-1,-1,-1
14021,-1,90.27,-1,-1
14055,92.48,87.2,33.81,-1
10929,-1,-1,-1,0.21
14532,97.63,89.1,-1,-1
12330,-1,-1,100.0,-1
15150,-1,-1,-1,-1
14265,-1,-1,-1,-1
14001,-1,-1,-1,-1
14294,83.21,-1,-1,-1
10943,-1,85.93,-1,-1
14161,95.14,-1,-1,-1
11303,-1,3.02,-1,-1
12680,0.0,54.78,47.47,-1
13345,-1,-1,-1,99.92
12457,-1,-1,99.35,79.77
13120,98.6,90.07,-1,-1
15357,97.33,-1,-1,-1
